user_id,product_id,preference_score
2430,597,0.91
2430,157,0.28
2430,692,0.44
2430,174,0.36
2430,633,0.26
2430,359,0.57
2430,82,0.77
2430,512,0.16
2430,954,0.87
2430,473,1.0
2430,931,0.62
2430,734,0.27
2430,875,0.12
2430,115,0.18
2430,768,0.63
2430,992,0.81
2430,721,0.55
2430,920,0.41
2430,631,0.69
2430,956,0.84
2430,945,0.67
2430,877,0.17
2430,75,0.84
2430,899,0.82
2430,380,0.96
2430,468,0.51
2430,393,0.7
2430,65,0.62
2430,601,0.36
2430,303,0.8
2430,491,0.21
2430,240,0.59
2430,810,0.72
2430,695,0.24
2430,965,0.22
2430,245,0.12
2430,403,0.95
2430,758,0.54
2430,40,0.83
2430,509,0.44
2430,891,0.88
2430,579,0.49
2430,714,0.67
2430,302,0.63
2430,720,0.24
2430,93,0.34
2430,307,0.37
2430,417,0.75
2430,111,0.62
2431,575,0.15
2431,911,0.55
2431,780,0.62
2431,560,0.71
2431,610,0.55
2431,899,0.7
2431,278,0.98
2431,988,0.28
2431,467,0.96
2431,944,0.17
2431,59,0.73
2431,795,0.4
2431,455,0.68
2431,913,0.15
2431,790,0.58
2431,134,0.84
2431,286,0.38
2431,60,0.38
2431,855,0.77
2431,148,0.43
2431,441,0.13
2431,751,0.48
2431,632,0.69
2431,981,0.96
2431,432,0.73
2431,407,0.16
2431,196,0.47
2431,947,0.67
2431,173,0.87
2431,131,0.11
2431,953,0.46
2431,68,0.31
2431,364,0.83
2431,856,0.65
2431,435,0.43
2431,95,0.28
2431,439,0.72
2431,553,0.49
2431,213,0.47
2431,15,0.39
2431,579,0.61
2431,606,0.84
2431,128,0.45
2431,536,0.22
2431,674,0.51
2431,787,0.79
2431,339,1.0
2431,370,0.35
2431,394,0.43
2431,512,0.36
2431,80,0.22
2431,250,0.64
2431,921,0.15
2431,299,0.57
2431,768,0.86
2431,294,0.98
2431,230,0.65
2431,66,0.46
2431,893,0.83
2431,660,0.88
2431,446,0.63
2431,827,0.88
2431,270,0.95
2431,826,0.47
2431,905,0.2
2431,430,0.22
2431,982,0.32
2431,796,0.64
2431,483,0.22
2431,293,0.5
2431,241,0.73
2431,902,0.45
2431,276,0.31
2431,384,0.64
2431,915,0.11
2431,281,0.82
2431,880,0.8
2431,228,0.79
2431,706,0.4
2431,63,0.48
2431,847,0.53
2431,404,0.52
2431,275,0.36
2431,122,0.61
2431,464,0.5
2431,64,0.11
2431,489,0.2
2431,850,0.97
2431,738,0.95
2431,819,0.8
2431,614,0.18
2431,652,0.87
2431,739,0.56
2431,265,0.75
2431,552,0.83
2431,822,0.31
2431,753,0.23
2431,724,0.17
2431,314,0.74
2431,965,0.19
2432,28,0.18
2432,820,0.85
2432,189,0.11
2432,572,0.53
2432,665,0.61
2432,930,0.47
2432,920,0.13
2432,134,0.74
2432,390,0.57
2432,570,0.63
2432,84,0.4
2432,762,0.4
2432,624,0.91
2432,81,0.57
2432,587,0.57
2432,781,0.93
2432,829,0.86
2432,31,0.66
2432,108,0.35
2432,267,0.61
2432,105,0.9
2432,124,0.83
2432,757,0.71
2432,542,0.72
2432,701,0.69
2432,589,0.71
2432,398,0.5
2432,232,0.72
2432,152,0.55
2432,918,0.62
2432,202,0.95
2432,539,0.62
2432,449,0.56
2432,951,0.69
2432,594,0.11
2432,128,0.73
2432,258,0.43
2432,752,0.71
2432,541,0.94
2432,89,0.41
2432,732,0.24
2432,533,0.99
2432,408,0.83
2432,628,0.52
2432,767,0.55
2432,619,0.8
2432,795,0.32
2432,788,0.21
2432,954,0.69
2432,784,0.8
2432,334,0.54
2432,965,0.56
2432,839,0.36
2432,345,0.94
2432,474,0.72
2432,418,0.2
2432,602,0.19
2432,358,0.23
2432,826,0.87
2432,485,0.67
2432,738,0.27
2432,549,0.37
2432,919,0.49
2432,760,0.12
2432,875,0.15
2432,212,0.37
2432,959,0.22
2432,355,0.86
2432,292,0.72
2432,410,0.74
2432,702,0.21
2432,296,0.46
2432,285,0.45
2432,976,0.92
2432,421,0.98
2432,294,0.52
2432,797,0.25
2432,172,0.94
2432,224,0.21
2432,110,0.3
2432,708,0.66
2432,271,0.32
2432,360,0.89
2432,888,0.68
2432,503,0.71
2432,917,0.72
2432,925,0.54
2432,460,0.98
2432,90,0.74
2432,309,0.86
2432,904,0.75
2432,435,0.76
2432,163,0.66
2432,314,0.56
2432,463,0.61
2432,886,0.72
2432,372,0.98
2432,931,0.89
2432,373,0.31
2432,113,0.35
2433,470,0.67
2433,944,0.51
2433,297,0.74
2433,302,0.42
2433,612,0.41
2433,506,0.59
2433,767,0.53
2433,760,0.45
2433,864,0.85
2433,705,0.71
2433,224,0.72
2433,945,0.91
2433,574,0.72
2433,97,0.74
2433,25,0.36
2433,277,0.58
2433,88,0.84
2433,482,0.35
2433,838,0.52
2433,588,0.31
2433,980,0.44
2433,159,0.52
2433,703,0.88
2433,152,0.55
2433,652,0.47
2433,451,0.84
2433,545,0.17
2433,339,0.51
2433,238,0.33
2433,407,0.3
2433,93,0.34
2433,877,0.8
2433,984,0.3
2433,907,0.38
2433,799,0.48
2433,147,0.66
2433,210,0.88
2433,722,0.5
2433,576,0.57
2433,868,0.33
2433,367,0.31
2433,903,0.15
2433,860,0.34
2433,358,0.48
2433,568,0.17
2433,361,0.67
2433,87,0.85
2433,186,0.4
2433,972,0.46
2433,328,0.12
2433,979,0.15
2433,533,0.63
2433,251,0.17
2433,712,0.69
2433,960,0.53
2433,175,0.35
2433,342,0.92
2433,112,0.67
2433,412,0.27
2433,226,0.56
2433,589,0.88
2433,692,0.63
2433,117,0.35
2433,690,0.17
2433,75,0.99
2433,538,0.57
2433,518,0.93
2433,691,0.58
2433,145,0.75
2433,964,0.71
2433,824,0.5
2433,106,0.15
2433,546,0.4
2433,751,0.13
2433,845,0.79
2433,5,0.97
2433,651,0.71
2433,230,0.66
2433,31,0.47
2433,884,0.87
2433,442,0.84
2433,377,0.57
2433,411,0.43
2433,982,0.25
2433,346,0.98
2433,57,0.31
2433,485,0.22
2433,351,0.33
2433,608,0.76
2433,746,0.44
2433,731,0.78
2433,468,0.55
2433,532,0.56
2433,38,0.6
2433,827,0.81
2433,958,0.6
2433,953,0.81
2433,130,0.38
2433,970,0.88
2433,814,0.95
2434,35,0.39
2434,619,0.86
2434,625,0.54
2434,322,0.9
2434,908,0.77
2434,504,0.8
2434,959,0.57
2434,218,0.57
2434,989,0.99
2434,682,0.82
2434,500,0.16
2434,374,0.72
2434,257,0.65
2434,469,0.12
2434,284,0.63
2434,889,0.61
2434,744,0.56
2434,903,0.91
2434,941,0.87
2434,971,0.41
2434,476,0.53
2434,772,0.62
2434,60,0.93
2434,895,0.5
2434,648,0.17
2434,617,0.15
2434,184,0.32
2434,377,0.14
2434,367,0.85
2434,268,0.79
2434,717,0.99
2434,122,0.26
2434,843,0.61
2434,493,0.33
2434,690,0.78
2434,159,0.94
2434,279,0.41
2434,498,0.52
2434,342,0.12
2434,934,0.91
2434,696,0.51
2434,514,0.73
2434,278,0.42
2434,165,0.27
2434,448,0.25
2434,154,0.93
2434,836,0.2
2434,18,0.28
2434,636,0.92
2434,547,0.96
2434,294,0.29
2434,389,0.44
2434,566,0.43
2434,776,0.8
2434,441,0.12
2434,924,0.63
2434,536,0.83
2434,394,0.3
2434,786,0.74
2434,312,0.18
2434,27,0.75
2434,558,0.52
2434,849,0.11
2434,442,0.25
2434,244,0.8
2434,601,0.24
2434,473,0.62
2434,559,0.8
2434,911,0.7
2434,516,0.38
2434,355,0.21
2434,300,0.26
2434,370,0.69
2434,851,0.32
2434,459,0.21
2434,203,0.52
2434,597,0.36
2434,552,0.31
2434,285,0.37
2434,954,0.39
2434,921,0.49
2434,809,0.94
2434,562,0.24
2434,802,0.85
2434,362,0.32
2434,818,0.81
2434,626,0.72
2434,297,0.28
2434,193,0.24
2434,728,0.15
2434,689,0.79
2434,627,0.83
2434,725,0.67
2434,511,0.37
2434,530,0.3
2434,996,0.83
2434,335,0.43
2434,852,0.4
2434,732,0.99
2434,616,0.18
2435,787,0.57
2435,941,0.93
2435,681,0.58
2435,427,0.4
2435,385,0.78
2435,442,0.73
2435,567,0.85
2435,925,0.38
2435,429,0.34
2435,728,0.67
2435,265,0.52
2435,451,0.56
2435,186,0.73
2435,581,0.56
2435,382,0.86
2435,470,0.14
2435,814,0.81
2435,965,0.48
2435,384,0.98
2435,30,0.72
2435,110,0.94
2435,579,0.13
2435,268,0.64
2435,329,0.69
2435,858,0.31
2435,272,0.73
2435,892,0.69
2435,331,0.82
2435,781,0.44
2435,290,0.1
2435,47,0.44
2435,897,0.37
2435,936,0.23
2435,150,0.43
2435,944,0.95
2435,793,0.17
2435,324,0.35
2435,610,0.62
2435,860,0.74
2435,809,0.92
2435,225,0.78
2435,862,0.17
2435,846,0.93
2435,780,0.98
2435,44,0.2
2435,605,0.6
2435,752,0.25
2435,725,0.36
2435,296,0.75
2435,514,0.9
2435,57,0.86
2435,625,0.99
2435,833,0.91
2435,638,0.88
2435,859,0.98
2435,590,0.26
2435,527,0.55
2435,647,0.52
2435,991,0.85
2435,194,0.99
2435,734,0.47
2435,433,0.91
2435,668,0.78
2435,311,0.43
2435,413,0.54
2435,326,0.74
2435,491,0.99
2435,273,0.34
2435,74,0.99
2435,13,0.37
2435,794,0.71
2435,918,0.14
2435,686,0.65
2435,525,0.6
2435,845,0.63
2435,795,0.78
2435,106,0.58
2435,504,0.16
2435,724,0.34
2435,608,0.92
2435,723,0.1
2435,945,0.59
2435,667,0.26
2435,700,0.96
2435,37,0.16
2435,452,0.68
2435,210,0.23
2435,934,0.44
2435,443,0.48
2435,986,0.15
2435,808,0.96
2435,96,0.79
2435,655,0.98
2435,50,0.48
2435,935,0.97
2435,803,0.5
2435,214,0.36
2435,264,0.96
2435,288,0.47
2435,683,0.42
2436,822,0.5
2436,176,0.53
2436,623,0.58
2436,219,0.97
2436,247,0.84
2436,808,0.62
2436,169,0.79
2436,325,0.95
2436,864,0.96
2436,267,0.44
2436,178,0.14
2436,730,0.19
2436,103,0.2
2436,51,0.86
2436,659,0.92
2436,579,0.84
2436,523,0.24
2436,387,0.99
2436,896,0.61
2436,35,0.69
2436,643,0.68
2436,533,0.14
2436,313,0.93
2436,200,0.64
2436,971,0.4
2436,911,0.9
2436,270,0.82
2436,555,0.38
2436,248,0.72
2436,584,0.36
2436,101,0.89
2436,981,0.16
2436,278,0.72
2436,127,0.95
2436,363,0.12
2436,398,0.75
2436,582,0.65
2436,424,0.92
2436,891,0.79
2436,496,0.56
2436,170,0.23
2436,397,0.87
2436,382,0.67
2436,111,0.26
2436,435,0.26
2436,985,0.84
2436,449,0.75
2436,58,0.37
2436,122,0.63
2436,161,0.47
2436,873,0.24
2436,669,0.84
2436,660,0.19
2436,462,0.49
2436,509,0.27
2436,556,0.6
2436,96,0.93
2436,330,0.93
2436,899,0.24
2436,637,0.89
2436,894,0.27
2436,264,0.13
2436,893,0.22
2436,495,0.85
2436,40,0.7
2436,792,0.46
2436,1,0.24
2436,405,0.6
2436,175,0.63
2436,501,0.44
2436,265,0.45
2436,880,0.88
2436,694,0.2
2436,184,0.48
2436,814,0.43
2436,254,0.4
2436,232,0.26
2436,4,0.4
2436,937,0.55
2436,15,0.29
2436,915,0.87
2436,17,0.36
2436,223,0.5
2436,489,0.25
2436,547,0.74
2436,707,0.52
2436,805,0.5
2436,406,0.56
2436,158,0.4
2436,676,0.96
2436,586,0.43
2436,287,0.72
2436,964,0.58
2436,897,0.72
2436,853,0.2
2436,653,0.98
2436,636,0.14
2436,598,0.13
2436,409,0.26
2436,718,1.0
2437,492,0.9
2437,955,0.5
2437,893,0.39
2437,507,0.85
2437,330,0.59
2437,266,0.51
2437,634,0.97
2437,657,0.79
2437,205,0.34
2437,281,0.18
2437,487,0.13
2437,472,0.75
2437,51,0.95
2437,293,0.5
2437,697,0.76
2437,70,0.59
2437,616,0.5
2437,786,0.62
2437,997,0.26
2437,15,0.2
2437,906,0.73
2437,918,0.47
2437,274,0.81
2437,386,0.91
2437,89,0.58
2437,90,0.97
2437,450,0.12
2437,173,0.84
2437,238,0.8
2437,385,0.47
2437,550,0.42
2437,143,0.99
2437,63,0.72
2437,152,0.35
2437,351,0.87
2437,272,0.45
2437,526,0.58
2437,820,0.88
2437,817,0.39
2437,563,0.44
2437,543,0.5
2437,645,0.94
2437,374,0.13
2437,499,0.68
2437,977,0.21
2437,157,0.76
2437,639,0.94
2437,326,0.99
2437,97,0.61
2437,561,0.77
2437,109,0.94
2437,332,0.78
2437,26,0.44
2437,405,0.14
2437,536,0.41
2437,520,0.47
2437,52,0.94
2437,307,0.5
2437,875,0.2
2437,441,0.14
2437,869,0.29
2437,539,0.45
2437,57,0.7
2437,710,0.58
2437,126,0.11
2437,296,0.83
2437,322,0.99
2437,493,0.31
2437,235,0.56
2437,200,0.48
2437,59,0.69
2437,339,0.86
2437,553,0.28
2437,170,0.37
2437,158,0.81
2437,229,0.88
2437,382,0.65
2437,206,0.39
2437,623,0.71
2437,813,0.46
2437,848,0.17
2437,510,0.11
2437,489,0.74
2437,456,0.19
2437,690,0.82
2437,312,0.41
2437,780,0.89
2437,776,0.66
2437,470,0.85
2437,822,0.72
2437,352,0.53
2437,490,0.92
2437,404,0.42
2437,669,0.78
2437,427,0.21
2437,469,0.77
2437,897,0.22
2437,765,0.38
2437,928,0.51
2437,204,0.11
2438,261,0.28
2438,36,0.39
2438,348,0.5
2438,113,0.17
2438,593,0.74
2438,898,0.24
2438,392,0.83
2438,122,0.34
2438,866,0.44
2438,178,0.99
2438,434,0.31
2438,639,0.82
2438,515,0.94
2438,487,0.81
2438,77,0.19
2438,366,0.82
2438,767,0.68
2438,628,1.0
2438,78,0.53
2438,49,0.75
2438,344,0.36
2438,308,0.78
2438,847,0.42
2438,818,0.53
2438,698,0.67
2438,574,0.23
2438,446,0.59
2438,986,0.63
2438,386,0.21
2438,908,0.23
2438,679,0.14
2438,623,0.8
2438,746,0.22
2438,323,0.38
2438,650,0.49
2438,775,0.28
2438,441,0.2
2438,108,0.21
2438,192,0.37
2438,152,0.1
2438,288,0.29
2438,667,0.99
2438,157,0.92
2438,573,0.43
2438,933,0.28
2438,920,0.63
2438,750,0.69
2438,627,0.41
2438,205,0.88
2438,899,0.68
2438,912,0.26
2438,451,0.95
2438,208,0.45
2438,903,0.93
2438,139,0.18
2438,279,0.32
2438,860,0.23
2438,11,0.12
2438,612,0.96
2438,802,0.67
2438,528,0.98
2438,484,0.18
2438,790,0.63
2438,973,0.19
2438,231,0.33
2438,956,0.3
2438,558,0.2
2438,310,0.31
2438,858,0.93
2438,816,0.58
2438,59,0.73
2438,576,0.78
2438,43,0.5
2438,102,0.5
2438,501,0.49
2438,950,0.35
2438,422,0.64
2438,841,0.89
2438,498,0.72
2438,961,0.72
2438,181,0.92
2438,725,0.57
2438,837,0.19
2438,39,0.92
2438,559,0.53
2438,769,0.11
2438,673,0.28
2438,483,0.12
2438,306,0.47
2438,492,0.31
2438,10,0.54
2438,353,0.76
2438,166,0.82
2438,320,0.86
2438,578,0.17
2438,213,0.93
2438,48,0.93
2438,88,0.92
2438,843,0.78
2438,164,0.91
2439,140,0.82
2439,443,0.24
2439,991,0.9
2439,734,0.4
2439,435,0.82
2439,382,0.57
2439,1,0.97
2439,267,0.19
2439,590,0.45
2439,447,0.53
2439,608,0.79
2439,613,0.28
2439,73,0.57
2439,406,0.76
2439,340,0.15
2439,305,0.89
2439,123,0.47
2439,914,0.34
2439,380,0.42
2439,200,0.15
2439,137,0.35
2439,291,0.43
2439,232,0.55
2439,490,0.37
2439,231,0.4
2439,189,0.34
2439,322,0.72
2439,38,0.23
2439,175,0.3
2439,665,0.75
2439,487,0.34
2439,370,0.23
2439,982,0.47
2439,244,0.33
2439,925,0.36
2439,270,0.28
2439,120,0.46
2439,237,0.41
2439,354,0.83
2439,179,0.53
2439,364,0.17
2439,534,0.29
2439,261,0.36
2439,596,0.28
2439,288,0.47
2439,177,0.51
2439,335,0.42
2439,924,0.95
2439,750,0.29
2439,693,0.99
2439,890,0.39
2439,224,0.54
2439,87,0.95
2439,677,0.19
2439,584,0.24
2439,736,0.98
2439,268,0.33
2439,2,0.69
2439,284,0.33
2439,939,0.43
2439,294,0.37
2439,667,0.71
2439,40,0.14
2439,522,0.26
2439,971,0.91
2439,358,0.64
2439,492,0.59
2439,317,0.45
2439,480,0.41
2439,817,0.23
2439,209,0.71
2439,916,0.11
2439,360,0.27
2439,935,0.24
2439,592,0.74
2439,193,0.88
2439,441,0.6
2439,891,0.12
2439,114,0.31
2439,426,0.28
2439,797,0.48
2439,881,0.24
2439,802,0.75
2439,437,0.35
2439,904,0.47
2439,249,0.14
2439,657,0.94
2439,989,0.93
2439,651,0.37
2439,782,0.65
2439,278,0.32
2439,299,0.83
2439,543,0.12
2439,347,0.14
2439,153,0.19
2439,217,0.21
2439,618,0.57
2439,125,0.57
2439,806,0.48
2439,269,0.52
2440,716,0.52
2440,804,0.89
2440,401,0.26
2440,746,0.98
2440,381,0.98
2440,964,0.65
2440,434,0.5
2440,805,0.91
2440,778,0.79
2440,159,0.21
2440,731,0.16
2440,266,0.93
2440,354,0.4
2440,310,0.53
2440,551,0.84
2440,1000,0.9
2440,931,0.35
2440,630,0.39
2440,557,0.74
2440,668,0.92
2440,819,0.59
2440,161,0.51
2440,766,0.21
2440,127,0.15
2440,878,0.19
2440,19,0.86
2440,657,0.96
2440,450,0.21
2440,272,0.37
2440,230,0.34
2440,347,0.62
2440,544,0.98
2440,772,0.28
2440,857,0.32
2440,296,0.86
2440,941,0.39
2440,908,0.49
2440,779,0.39
2440,522,0.71
2440,869,0.95
2440,949,0.23
2440,413,0.25
2440,48,0.48
2440,509,0.5
2440,203,0.83
2440,414,0.64
2440,484,0.73
2440,930,0.26
2440,755,0.49
2440,259,0.25
2440,743,0.8
2440,476,0.7
2440,537,0.16
2440,452,0.66
2440,576,0.49
2440,592,0.19
2440,386,0.15
2440,488,0.39
2440,953,0.65
2440,790,0.82
2440,213,0.92
2440,983,0.96
2440,474,0.3
2440,741,0.42
2440,191,0.23
2440,929,0.48
2440,783,0.31
2440,762,0.44
2440,2,0.74
2440,359,0.66
2440,754,0.69
2440,889,0.33
2440,367,0.48
2440,373,0.54
2440,394,0.96
2440,422,0.92
2440,900,0.49
2440,660,0.67
2440,153,0.47
2440,189,0.27
2440,29,0.87
2440,853,0.1
2440,937,0.25
2440,226,0.32
2440,335,0.37
2440,154,0.3
2440,59,0.14
2440,372,0.76
2440,526,0.93
2440,694,0.21
2440,33,0.77
2440,180,0.49
2440,429,0.26
2440,895,0.35
2440,892,0.88
2440,497,0.58
2440,978,0.24
2440,980,0.93
2440,934,0.38
2440,222,0.14
2441,887,0.22
2441,729,0.43
2441,681,0.96
2441,524,0.43
2441,217,0.83
2441,704,0.31
2441,617,0.74
2441,921,0.41
2441,405,0.78
2441,950,0.76
2441,305,0.51
2441,514,0.55
2441,73,0.12
2441,731,0.81
2441,819,0.47
2441,30,0.98
2441,121,0.3
2441,988,0.93
2441,693,0.29
2441,799,0.23
2441,591,0.21
2441,941,0.74
2441,341,0.61
2441,889,1.0
2441,964,0.59
2441,532,0.12
2441,877,0.99
2441,618,0.73
2441,328,0.3
2441,399,0.68
2441,925,0.76
2441,719,0.94
2441,241,0.91
2441,696,0.32
2441,72,0.2
2441,657,0.34
2441,991,0.3
2441,517,0.47
2441,424,0.66
2441,45,0.53
2441,308,0.36
2441,760,0.32
2441,821,0.77
2441,714,0.32
2441,60,0.88
2441,85,0.59
2441,862,0.33
2441,91,0.58
2441,913,0.9
2441,69,0.18
2441,595,0.42
2441,828,0.68
2441,815,0.37
2441,661,0.78
2441,903,0.27
2441,277,0.8
2441,593,0.5
2441,558,0.95
2441,360,0.1
2441,138,0.34
2441,969,0.11
2441,465,0.25
2441,105,0.96
2441,134,0.43
2441,995,0.83
2441,781,0.5
2441,792,0.68
2441,130,0.35
2441,207,0.36
2441,70,0.82
2441,367,0.12
2441,153,0.96
2441,282,0.82
2441,429,0.15
2441,569,0.36
2441,205,0.88
2441,469,0.68
2441,724,0.2
2441,997,0.47
2441,986,0.73
2441,568,0.84
2441,711,0.98
2441,588,0.69
2441,237,0.67
2441,434,0.24
2441,692,0.74
2441,192,0.21
2441,202,0.8
2441,906,0.49
2441,985,0.91
2441,687,0.66
2441,952,0.32
2441,64,0.81
2441,489,0.5
2441,420,0.25
2441,51,0.4
2441,509,0.62
2441,376,0.4
2441,41,0.25
2441,110,0.44
2442,131,0.9
2442,653,0.47
2442,431,0.72
2442,740,0.95
2442,677,0.84
2442,138,0.6
2442,254,0.67
2442,475,0.77
2442,263,0.6
2442,773,0.67
2442,307,0.74
2442,44,0.55
2442,360,0.12
2442,171,0.47
2442,428,0.59
2442,462,0.38
2442,287,0.31
2442,986,0.84
2442,788,0.58
2442,484,0.19
2442,775,0.27
2442,243,0.9
2442,733,0.2
2442,616,0.71
2442,821,0.16
2442,22,0.79
2442,143,0.79
2442,71,0.71
2442,541,0.28
2442,695,0.79
2442,817,1.0
2442,470,0.47
2442,158,0.46
2442,942,0.26
2442,499,0.98
2442,871,0.14
2442,317,0.96
2442,305,0.27
2442,50,0.72
2442,521,0.31
2442,825,0.44
2442,70,0.18
2442,605,0.51
2442,837,0.8
2442,785,0.47
2442,345,0.22
2442,514,0.29
2442,495,0.21
2442,261,0.61
2442,961,0.12
2442,715,0.27
2442,256,0.72
2442,503,0.48
2442,874,0.68
2442,498,0.36
2442,103,1.0
2442,818,0.59
2442,33,0.22
2442,686,0.69
2442,349,0.8
2442,980,0.89
2442,771,0.7
2442,293,0.69
2442,642,0.8
2442,43,0.93
2442,233,0.86
2442,856,0.17
2442,601,0.62
2442,135,0.23
2442,91,0.62
2442,684,0.7
2442,562,0.11
2442,777,0.57
2442,688,0.36
2442,649,0.41
2442,173,0.84
2442,751,0.71
2442,848,0.63
2442,742,0.3
2442,651,0.96
2442,592,0.98
2442,708,0.48
2442,99,0.11
2442,801,0.39
2442,522,0.17
2442,188,0.17
2442,162,0.32
2442,943,0.69
2442,286,0.38
2442,734,0.57
2442,979,0.13
2442,527,0.6
2442,566,0.42
2442,628,0.28
2442,119,0.35
2442,956,0.46
2442,552,0.37
2442,689,0.53
2442,685,0.19
2442,405,0.55
2443,953,0.12
2443,44,0.33
2443,888,0.69
2443,35,0.37
2443,425,0.82
2443,699,0.27
2443,891,0.99
2443,707,0.31
2443,726,0.13
2443,401,0.28
2443,76,0.4
2443,454,0.85
2443,767,0.56
2443,155,0.32
2443,48,0.27
2443,669,0.89
2443,134,0.38
2443,411,0.81
2443,764,0.91
2443,281,0.46
2443,137,0.39
2443,662,0.77
2443,380,0.63
2443,160,0.56
2443,402,0.12
2443,247,0.5
2443,998,0.99
2443,496,0.13
2443,709,0.45
2443,68,0.18
2443,96,0.82
2443,391,0.86
2443,413,0.7
2443,876,0.24
2443,370,0.83
2443,786,0.87
2443,228,0.45
2443,944,0.59
2443,792,0.35
2443,492,0.86
2443,898,0.78
2443,806,1.0
2443,329,0.22
2443,26,0.29
2443,939,0.34
2443,369,0.36
2443,267,0.77
2443,701,0.94
2443,942,0.67
2443,856,0.5
2443,515,0.41
2443,864,0.5
2443,417,0.32
2443,819,0.34
2443,577,0.13
2443,246,0.81
2443,674,0.64
2443,964,0.53
2443,965,0.5
2443,735,0.88
2443,963,0.13
2443,200,0.66
2443,377,0.93
2443,470,0.91
2443,901,0.24
2443,252,0.83
2443,32,0.39
2443,129,0.95
2443,535,0.51
2443,632,0.2
2443,841,0.37
2443,704,0.15
2443,881,0.2
2443,734,0.72
2443,352,0.1
2443,973,0.48
2443,112,0.84
2443,617,0.7
2443,157,0.98
2443,361,0.2
2443,322,0.39
2443,254,0.86
2443,93,0.76
2443,107,0.19
2443,422,0.11
2443,710,0.44
2443,554,0.73
2443,642,0.5
2443,65,0.37
2443,742,0.2
2443,236,0.55
2443,924,0.18
2443,640,0.88
2443,319,0.89
2443,152,0.19
2443,951,0.71
2443,143,0.45
2443,509,0.55
2443,178,0.87
2443,766,0.48
2444,535,0.48
2444,236,0.79
2444,911,0.34
2444,454,0.47
2444,839,0.59
2444,295,0.23
2444,532,0.85
2444,660,0.52
2444,153,0.31
2444,4,0.29
2444,818,0.63
2444,135,0.8
2444,108,0.83
2444,200,0.79
2444,609,0.24
2444,664,0.32
2444,328,0.33
2444,799,0.39
2444,115,0.9
2444,981,0.62
2444,974,0.22
2444,107,0.61
2444,478,0.17
2444,344,0.36
2444,964,0.21
2444,999,0.71
2444,946,0.94
2444,489,0.24
2444,667,0.93
2444,943,0.35
2444,106,0.18
2444,700,0.54
2444,875,0.98
2444,795,0.92
2444,910,0.37
2444,713,0.76
2444,171,0.94
2444,837,0.19
2444,920,0.38
2444,776,0.65
2444,462,0.18
2444,168,0.21
2444,956,0.94
2444,480,0.4
2444,589,0.32
2444,676,0.84
2444,904,0.56
2444,247,0.76
2444,219,0.65
2444,402,0.84
2444,512,0.64
2444,694,0.14
2444,851,0.3
2444,798,0.11
2444,858,0.36
2444,735,0.38
2444,207,0.13
2444,431,0.95
2444,8,0.17
2444,996,0.69
2444,530,0.41
2444,978,0.15
2444,28,0.3
2444,46,0.79
2444,155,0.53
2444,118,0.94
2444,963,0.68
2444,475,0.71
2444,883,0.3
2444,286,0.45
2444,529,0.26
2444,708,0.97
2444,240,0.67
2444,555,0.16
2444,152,0.74
2444,829,0.64
2444,203,0.82
2444,162,0.94
2444,897,0.79
2444,783,0.76
2444,451,0.5
2444,215,0.13
2444,771,0.18
2444,397,0.7
2444,514,0.56
2444,636,0.87
2444,250,0.24
2444,428,0.33
2444,172,0.39
2444,827,0.54
2444,831,0.43
2444,268,0.19
2444,31,0.22
2444,905,0.45
2444,524,0.41
2444,74,0.12
2444,564,0.42
2444,276,0.93
2444,184,0.72
2444,997,0.46
2445,174,0.94
2445,577,0.97
2445,476,0.39
2445,185,0.14
2445,739,0.65
2445,668,0.94
2445,712,0.53
2445,940,0.1
2445,629,0.15
2445,885,0.62
2445,627,0.97
2445,59,0.67
2445,491,0.55
2445,975,0.33
2445,85,0.92
2445,919,0.97
2445,501,0.23
2445,923,0.57
2445,29,0.52
2445,538,0.87
2445,679,0.19
2445,206,0.79
2445,297,0.57
2445,768,0.4
2445,342,0.24
2445,195,0.54
2445,677,0.77
2445,117,0.31
2445,979,0.87
2445,452,0.81
2445,593,0.28
2445,603,0.12
2445,960,0.75
2445,815,0.96
2445,184,0.67
2445,922,0.19
2445,389,0.24
2445,272,0.34
2445,5,0.1
2445,985,0.34
2445,656,0.25
2445,625,0.24
2445,97,0.64
2445,245,0.68
2445,618,0.39
2445,605,0.66
2445,362,0.26
2445,367,0.48
2445,113,0.29
2445,722,0.16
2445,109,0.69
2445,460,0.86
2445,48,0.46
2445,290,0.57
2445,365,0.25
2445,427,0.14
2445,25,0.12
2445,531,0.64
2445,464,0.53
2445,45,0.73
2445,91,0.29
2445,713,0.28
2445,659,0.44
2445,411,0.47
2445,406,0.15
2445,526,0.42
2445,86,0.53
2445,610,0.16
2445,916,0.71
2445,256,0.51
2445,628,0.2
2445,73,0.66
2445,242,0.78
2445,38,0.95
2445,846,0.93
2445,33,0.17
2445,41,0.54
2445,189,0.51
2445,182,0.74
2445,78,0.7
2445,862,0.23
2445,595,0.78
2445,487,0.68
2445,646,0.29
2445,369,0.72
2445,478,0.13
2445,255,0.58
2445,378,0.89
2445,783,0.85
2445,908,0.9
2445,58,0.65
2445,607,0.29
2445,861,0.58
2445,82,0.66
2445,928,0.83
2445,439,0.45
2445,137,0.66
2445,762,0.14
2445,433,0.36
2445,104,0.5
2446,976,0.63
2446,341,0.34
2446,624,0.77
2446,834,0.2
2446,668,0.87
